/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/GLd3aX16zBg_0.mp4	[{"caption": "spread margarine on two slices of white bread", "asr": "White trash grilled cheese sandwich. Don't get anything that has a heart on it and don't get anything like this based cell. It's just a gimmick trying to imitate the real good stuff."}]
/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/GLd3aX16zBg_1.mp4	[{"caption": "place a slice of cheese on the bread", "asr": "In your life, they actually mix byproducts of real cheese with other awesome ingredients like oil MSG and starch. And then they form it into these slices that are handy to use and they last forever."}]
/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/GLd3aX16zBg_2.mp4	[{"caption": "place the bread slices on top of each other and place in a hot pan", "asr": "Let's put this bread like this. Take it."}]
/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/GLd3aX16zBg_3.mp4	[{"caption": "flip the sandwich over and press down", "asr": "In the trailer parts, what they like to do is just squash your grilled cheese down. Don't know why they use that tech."}]
/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/GLd3aX16zBg_4.mp4	[{"caption": "cut the sandwich in half diagonally", "asr": "Corner."}]
/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/H_9oM1Y60lU_0.mp4	[{"caption": "grill the  patties", "asr": "Is the home state of the roasted green Chile? Yes, so we're going to make some green chili cheese burgers. Are you working now? We talked about burgers just the other day. And you do this 8020 right? 8028% beef, 20% fat. You gotta have enough fat to make sure you have enough flavor. You know my burger trick? Harry, exactly. Just make a well in the burger like that. So this way you don't have to push the burger down exactly as a thumbprint in there exactly, and the burger plumps up while it's cooking. And it turns into like a football shape. And then what people do is they press it down and they squeeze. That old juice is not exactly going to take out the burger. And let it come back to its original shape."}]
/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/H_9oM1Y60lU_1.mp4	[{"caption": "chop some roasted pepper and season with salt and pepper", "asr": "Spicy, but they have a little bit of here. They're gonna not. They're not going to knock you over exactly, so we're just going to chop these up. And I also have some Serrano's which are kind of like jalapenos. I want a little more heat in my green chili to do. Need to heat that. Don't forget you know if you ate the green chilies by themselves, they might be a little bit hot for you, but don't forget we have we have the burger we have the bundle you have this sauce, and we're going to make it a cheese so the Chili's and the flavor and the spiciness have to fight all all through all those ingredients. You get a lot of, then there's a lot of stuff going on here with this burger."}]
/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/H_9oM1Y60lU_2.mp4	[{"caption": "add butter flour and hot milk to a sauce pan and whisk", "asr": "You know, like some butter and some some flower going to start that, and then we're going to add nice hot stove here today. Dude, we're going to add a little scalded milk and what's going to happen. Is the butter in the flower is the room right? And that's going to actually start to thicken up the milk here? We're going to get a classic what they call Benji Miller cream sauce."}]
/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/H_9oM1Y60lU_3.mp4	[{"caption": "add some parmesan cheese and salt to pot", "asr": "The cheese this is some Monterrey Jack and we also want some Parmesan cheese in here as well. You reach underneath a little bit of saltiness. Natural saltiness."}]
/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/H_9oM1Y60lU_4.mp4	[{"caption": "put the patties cheese sauce and vegetables in buns", "asr": "You got a purpose. I only flip the burgers one time so they get nice and crusty on both sides. Alright, so we're going to take our sauce. I was going to let the sauce just kind of melt over there. Make sure you put enough cheese in. That's awesome. Look at that man. Beautiful and there are green chili relish. Oh OK, there is back the green chili relish is back. And you know, put enough on there. You know you want to really taste these green chilies. What do you have here? It goes. A pickled red onions. I love pickle run ideas. They get a nice little crunch to them with the Crispiness. Just put those running top Harry and what I do for my crunch ification is I put a little bit of blue corn tortillas on here. Oh, see there you go? It's that's a green chili cheeseburger."}]
/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/XOwypmUT5cc_0.mp4	[{"caption": "mix sesame seeds with chicken breast", "asr": "Slightly bruised up that half a tablespoon. Oh, by the way, all the ingredients and the amounts are going to be listed under more info. So if you look under the box that you watching a video in and you're going to see some information, you'll see a little thing that says more info. You click that and it will open up a new box and it will show you all the ingredients in the amounts."}]
