/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/GLd3aX16zBg_0.mp4	/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/GLd3aX16zBg_0.mp4
/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/GLd3aX16zBg_1.mp4	/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/GLd3aX16zBg_1.mp4
/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/GLd3aX16zBg_2.mp4	/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/GLd3aX16zBg_2.mp4
/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/GLd3aX16zBg_3.mp4	/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/GLd3aX16zBg_3.mp4
/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/GLd3aX16zBg_4.mp4	/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/GLd3aX16zBg_4.mp4
/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/H_9oM1Y60lU_0.mp4	/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/H_9oM1Y60lU_0.mp4
/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/H_9oM1Y60lU_1.mp4	/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/H_9oM1Y60lU_1.mp4
/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/H_9oM1Y60lU_2.mp4	/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/H_9oM1Y60lU_2.mp4
/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/H_9oM1Y60lU_3.mp4	/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/H_9oM1Y60lU_3.mp4
/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/H_9oM1Y60lU_4.mp4	/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/H_9oM1Y60lU_4.mp4
/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/XOwypmUT5cc_0.mp4	/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/XOwypmUT5cc_0.mp4
/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/XOwypmUT5cc_1.mp4	/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/XOwypmUT5cc_1.mp4
/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/XOwypmUT5cc_2.mp4	/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/XOwypmUT5cc_2.mp4
/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/XOwypmUT5cc_3.mp4	/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/XOwypmUT5cc_3.mp4
/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/XOwypmUT5cc_4.mp4	/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/XOwypmUT5cc_4.mp4
/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/XOwypmUT5cc_5.mp4	/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/XOwypmUT5cc_5.mp4
/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/XOwypmUT5cc_6.mp4	/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/XOwypmUT5cc_6.mp4
/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/XOwypmUT5cc_7.mp4	/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/XOwypmUT5cc_7.mp4
/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/XOwypmUT5cc_8.mp4	/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/XOwypmUT5cc_8.mp4
/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/_xOx9hkJoBk_0.mp4	/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/_xOx9hkJoBk_0.mp4
/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/_xOx9hkJoBk_1.mp4	/mnt/welles/scratch/datasets/YouCook2/YouCookII/raw_videos/training/_xOx9hkJoBk_1.mp4
